time, speed[km/h], rpm
2024-09-11 00:12:27, 17.0 kilometer_per_hour, 1550.0 revolutions_per_minute
2024-09-11 00:12:27, 19.0 kilometer_per_hour, 1538.25 revolutions_per_minute
2024-09-11 00:12:27, 19.0 kilometer_per_hour, 1539.75 revolutions_per_minute
2024-09-11 00:12:27, 19.0 kilometer_per_hour, 1521.75 revolutions_per_minute
2024-09-11 00:12:27, 19.0 kilometer_per_hour, 1497.5 revolutions_per_minute
2024-09-11 00:12:27, 19.0 kilometer_per_hour, 1482.75 revolutions_per_minute
2024-09-11 00:12:27, 19.0 kilometer_per_hour, 1481.25 revolutions_per_minute
2024-09-11 00:12:27, 21.0 kilometer_per_hour, 1485.0 revolutions_per_minute
2024-09-11 00:12:27, 21.0 kilometer_per_hour, 1508.5 revolutions_per_minute
2024-09-11 00:12:28, 21.0 kilometer_per_hour, 1547.5 revolutions_per_minute
2024-09-11 00:12:28, 21.0 kilometer_per_hour, 1552.25 revolutions_per_minute
2024-09-11 00:12:28, 21.0 kilometer_per_hour, 1578.0 revolutions_per_minute
2024-09-11 00:12:28, 23.0 kilometer_per_hour, 1610.0 revolutions_per_minute
2024-09-11 00:12:28, 23.0 kilometer_per_hour, 1632.75 revolutions_per_minute
2024-09-11 00:12:28, 23.0 kilometer_per_hour, 1657.0 revolutions_per_minute
2024-09-11 00:12:28, 23.0 kilometer_per_hour, 1683.5 revolutions_per_minute
2024-09-11 00:12:28, 23.0 kilometer_per_hour, 1696.0 revolutions_per_minute
2024-09-11 00:12:28, 23.0 kilometer_per_hour, 1699.0 revolutions_per_minute
2024-09-11 00:12:28, 25.0 kilometer_per_hour, 1700.0 revolutions_per_minute
2024-09-11 00:12:28, 25.0 kilometer_per_hour, 1698.25 revolutions_per_minute
2024-09-11 00:12:28, 25.0 kilometer_per_hour, 1691.25 revolutions_per_minute
2024-09-11 00:12:29, 25.0 kilometer_per_hour, 1694.5 revolutions_per_minute
2024-09-11 00:12:29, 25.0 kilometer_per_hour, 1696.0 revolutions_per_minute
2024-09-11 00:12:29, 25.0 kilometer_per_hour, 1692.75 revolutions_per_minute
2024-09-11 00:12:29, 27.0 kilometer_per_hour, 1689.0 revolutions_per_minute
2024-09-11 00:12:29, 27.0 kilometer_per_hour, 1675.75 revolutions_per_minute
2024-09-11 00:12:29, 27.0 kilometer_per_hour, 1684.25 revolutions_per_minute
2024-09-11 00:12:29, 27.0 kilometer_per_hour, 1689.0 revolutions_per_minute
2024-09-11 00:12:29, 27.0 kilometer_per_hour, 1676.5 revolutions_per_minute
2024-09-11 00:12:29, 27.0 kilometer_per_hour, 1672.5 revolutions_per_minute
2024-09-11 00:12:29, 29.0 kilometer_per_hour, 1706.25 revolutions_per_minute
2024-09-11 00:12:29, 29.0 kilometer_per_hour, 1706.25 revolutions_per_minute
2024-09-11 00:12:29, 29.0 kilometer_per_hour, 1742.0 revolutions_per_minute
2024-09-11 00:12:30, 29.0 kilometer_per_hour, 1757.0 revolutions_per_minute
2024-09-11 00:12:30, 29.0 kilometer_per_hour, 1744.5 revolutions_per_minute
2024-09-11 00:12:30, 29.0 kilometer_per_hour, 1736.5 revolutions_per_minute
2024-09-11 00:12:30, 29.0 kilometer_per_hour, 1735.0 revolutions_per_minute
2024-09-11 00:12:30, 29.0 kilometer_per_hour, 1743.75 revolutions_per_minute
2024-09-11 00:12:30, 29.0 kilometer_per_hour, 1743.75 revolutions_per_minute
2024-09-11 00:12:30, 29.0 kilometer_per_hour, 1735.75 revolutions_per_minute
2024-09-11 00:12:30, 29.0 kilometer_per_hour, 1747.5 revolutions_per_minute
2024-09-11 00:12:30, 31.0 kilometer_per_hour, 1717.75 revolutions_per_minute
2024-09-11 00:12:30, 31.0 kilometer_per_hour, 1639.75 revolutions_per_minute
2024-09-11 00:12:30, 31.0 kilometer_per_hour, 1561.5 revolutions_per_minute
2024-09-11 00:12:30, 31.0 kilometer_per_hour, 1521.75 revolutions_per_minute
2024-09-11 00:12:31, 31.0 kilometer_per_hour, 1500.0 revolutions_per_minute
2024-09-11 00:12:31, 31.0 kilometer_per_hour, 1497.5 revolutions_per_minute
2024-09-11 00:12:31, 34.0 kilometer_per_hour, 1508.5 revolutions_per_minute
2024-09-11 00:12:31, 34.0 kilometer_per_hour, 1539.0 revolutions_per_minute
2024-09-11 00:12:31, 34.0 kilometer_per_hour, 1518.75 revolutions_per_minute
2024-09-11 00:12:31, 34.0 kilometer_per_hour, 1550.75 revolutions_per_minute
2024-09-11 00:12:31, 34.0 kilometer_per_hour, 1579.5 revolutions_per_minute
2024-09-11 00:12:31, 36.0 kilometer_per_hour, 1578.0 revolutions_per_minute
2024-09-11 00:12:31, 36.0 kilometer_per_hour, 1590.5 revolutions_per_minute
2024-09-11 00:12:31, 36.0 kilometer_per_hour, 1595.25 revolutions_per_minute
2024-09-11 00:12:31, 36.0 kilometer_per_hour, 1592.0 revolutions_per_minute
2024-09-11 00:12:31, 36.0 kilometer_per_hour, 1582.75 revolutions_per_minute
2024-09-11 00:12:31, 36.0 kilometer_per_hour, 1558.5 revolutions_per_minute
2024-09-11 00:12:32, 36.0 kilometer_per_hour, 1555.25 revolutions_per_minute
2024-09-11 00:12:32, 36.0 kilometer_per_hour, 1552.25 revolutions_per_minute
2024-09-11 00:12:32, 36.0 kilometer_per_hour, 1530.25 revolutions_per_minute
2024-09-11 00:12:32, 36.0 kilometer_per_hour, 1525.0 revolutions_per_minute
2024-09-11 00:12:32, 36.0 kilometer_per_hour, 1510.0 revolutions_per_minute
2024-09-11 00:12:32, 36.0 kilometer_per_hour, 1496.75 revolutions_per_minute
2024-09-11 00:12:32, 38.0 kilometer_per_hour, 1476.5 revolutions_per_minute
2024-09-11 00:12:32, 38.0 kilometer_per_hour, 1482.75 revolutions_per_minute
2024-09-11 00:12:32, 38.0 kilometer_per_hour, 1486.5 revolutions_per_minute
2024-09-11 00:12:32, 38.0 kilometer_per_hour, 1484.25 revolutions_per_minute
2024-09-11 00:12:32, 38.0 kilometer_per_hour, 1480.25 revolutions_per_minute
2024-09-11 00:12:32, 38.0 kilometer_per_hour, 1488.25 revolutions_per_minute
2024-09-11 00:12:33, 38.0 kilometer_per_hour, 1491.25 revolutions_per_minute
2024-09-11 00:12:33, 38.0 kilometer_per_hour, 1476.5 revolutions_per_minute
2024-09-11 00:12:33, 38.0 kilometer_per_hour, 1483.5 revolutions_per_minute
2024-09-11 00:12:33, 38.0 kilometer_per_hour, 1473.25 revolutions_per_minute
2024-09-11 00:12:33, 38.0 kilometer_per_hour, 1489.0 revolutions_per_minute
2024-09-11 00:12:33, 40.0 kilometer_per_hour, 1483.5 revolutions_per_minute
2024-09-11 00:12:33, 40.0 kilometer_per_hour, 1477.25 revolutions_per_minute
2024-09-11 00:12:33, 40.0 kilometer_per_hour, 1500.0 revolutions_per_minute
2024-09-11 00:12:33, 40.0 kilometer_per_hour, 1496.75 revolutions_per_minute
2024-09-11 00:12:33, 40.0 kilometer_per_hour, 1504.5 revolutions_per_minute
2024-09-11 00:12:33, 40.0 kilometer_per_hour, 1514.75 revolutions_per_minute
2024-09-11 00:12:33, 42.0 kilometer_per_hour, 1507.75 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1493.75 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1500.0 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1508.5 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1441.25 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1327.25 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1275.75 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1246.0 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1232.0 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1216.25 revolutions_per_minute
2024-09-11 00:12:34, 42.0 kilometer_per_hour, 1245.25 revolutions_per_minute
2024-09-11 00:12:34, 44.0 kilometer_per_hour, 1239.75 revolutions_per_minute
2024-09-11 00:12:34, 44.0 kilometer_per_hour, 1241.25 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1239.75 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1253.0 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1263.25 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1260.0 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1253.75 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1251.5 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1246.0 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1233.5 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1229.5 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1221.0 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1217.75 revolutions_per_minute
2024-09-11 00:12:35, 44.0 kilometer_per_hour, 1223.25 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1225.75 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1219.5 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1221.0 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1217.75 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1215.5 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1217.75 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1228.75 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1225.0 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1217.75 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1216.25 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1226.5 revolutions_per_minute
2024-09-11 00:12:36, 44.0 kilometer_per_hour, 1231.25 revolutions_per_minute
2024-09-11 00:12:37, 44.0 kilometer_per_hour, 1219.5 revolutions_per_minute
2024-09-11 00:12:37, 44.0 kilometer_per_hour, 1212.5 revolutions_per_minute
2024-09-11 00:12:37, 44.0 kilometer_per_hour, 1222.5 revolutions_per_minute
2024-09-11 00:12:37, 46.0 kilometer_per_hour, 1224.0 revolutions_per_minute
2024-09-11 00:12:37, 46.0 kilometer_per_hour, 1215.5 revolutions_per_minute
2024-09-11 00:12:37, 46.0 kilometer_per_hour, 1201.5 revolutions_per_minute
2024-09-11 00:12:37, 46.0 kilometer_per_hour, 1200.0 revolutions_per_minute
2024-09-11 00:12:37, 46.0 kilometer_per_hour, 1187.5 revolutions_per_minute
2024-09-11 00:12:37, 46.0 kilometer_per_hour, 1171.75 revolutions_per_minute
2024-09-11 00:12:37, 46.0 kilometer_per_hour, 1157.0 revolutions_per_minute
2024-09-11 00:12:37, 46.0 kilometer_per_hour, 1160.0 revolutions_per_minute
2024-09-11 00:12:37, 46.0 kilometer_per_hour, 1156.25 revolutions_per_minute
2024-09-11 00:12:38, 46.0 kilometer_per_hour, 1147.5 revolutions_per_minute
2024-09-11 00:12:38, 46.0 kilometer_per_hour, 1150.0 revolutions_per_minute
2024-09-11 00:12:38, 46.0 kilometer_per_hour, 1142.0 revolutions_per_minute
2024-09-11 00:12:38, 46.0 kilometer_per_hour, 1145.25 revolutions_per_minute
2024-09-11 00:12:38, 46.0 kilometer_per_hour, 1144.5 revolutions_per_minute
2024-09-11 00:12:38, 46.0 kilometer_per_hour, 1135.0 revolutions_per_minute
2024-09-11 00:12:38, 46.0 kilometer_per_hour, 1121.75 revolutions_per_minute
2024-09-11 00:12:38, 46.0 kilometer_per_hour, 1151.5 revolutions_per_minute
2024-09-11 00:12:38, 48.0 kilometer_per_hour, 1134.25 revolutions_per_minute
2024-09-11 00:12:38, 48.0 kilometer_per_hour, 1139.0 revolutions_per_minute
2024-09-11 00:12:38, 48.0 kilometer_per_hour, 1132.0 revolutions_per_minute
2024-09-11 00:12:38, 48.0 kilometer_per_hour, 1132.75 revolutions_per_minute
2024-09-11 00:12:38, 48.0 kilometer_per_hour, 1121.75 revolutions_per_minute
2024-09-11 00:12:39, 48.0 kilometer_per_hour, 1121.0 revolutions_per_minute
2024-09-11 00:12:39, 48.0 kilometer_per_hour, 1120.25 revolutions_per_minute
2024-09-11 00:12:39, 48.0 kilometer_per_hour, 1116.25 revolutions_per_minute
2024-09-11 00:12:39, 48.0 kilometer_per_hour, 1114.0 revolutions_per_minute
2024-09-11 00:12:39, 48.0 kilometer_per_hour, 1109.25 revolutions_per_minute
2024-09-11 00:12:39, 48.0 kilometer_per_hour, 1106.25 revolutions_per_minute
2024-09-11 00:12:39, 48.0 kilometer_per_hour, 1100.0 revolutions_per_minute
2024-09-11 00:12:39, 47.0 kilometer_per_hour, 1098.25 revolutions_per_minute
2024-09-11 00:12:39, 47.0 kilometer_per_hour, 1093.75 revolutions_per_minute
2024-09-11 00:12:39, 47.0 kilometer_per_hour, 1091.25 revolutions_per_minute
2024-09-11 00:12:39, 47.0 kilometer_per_hour, 1089.75 revolutions_per_minute
2024-09-11 00:12:39, 47.0 kilometer_per_hour, 1086.5 revolutions_per_minute
2024-09-11 00:12:40, 46.0 kilometer_per_hour, 1082.75 revolutions_per_minute
2024-09-11 00:12:40, 46.0 kilometer_per_hour, 1080.25 revolutions_per_minute
2024-09-11 00:12:40, 46.0 kilometer_per_hour, 1076.5 revolutions_per_minute
2024-09-11 00:12:40, 46.0 kilometer_per_hour, 1073.25 revolutions_per_minute
2024-09-11 00:12:40, 46.0 kilometer_per_hour, 1068.75 revolutions_per_minute
2024-09-11 00:12:40, 46.0 kilometer_per_hour, 1064.0 revolutions_per_minute
2024-09-11 00:12:40, 45.0 kilometer_per_hour, 1061.5 revolutions_per_minute
2024-09-11 00:12:40, 45.0 kilometer_per_hour, 1056.25 revolutions_per_minute
2024-09-11 00:12:40, 45.0 kilometer_per_hour, 1055.25 revolutions_per_minute
2024-09-11 00:12:40, 45.0 kilometer_per_hour, 1053.0 revolutions_per_minute
2024-09-11 00:12:40, 45.0 kilometer_per_hour, 1051.5 revolutions_per_minute
2024-09-11 00:12:40, 45.0 kilometer_per_hour, 1045.25 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1042.0 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1038.25 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1034.25 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1024.0 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1034.25 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1039.0 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1032.0 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1028.0 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1022.5 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1016.25 revolutions_per_minute
2024-09-11 00:12:41, 45.0 kilometer_per_hour, 1025.75 revolutions_per_minute
2024-09-11 00:12:41, 44.0 kilometer_per_hour, 1050.0 revolutions_per_minute
2024-09-11 00:12:42, 44.0 kilometer_per_hour, 1095.25 revolutions_per_minute
2024-09-11 00:12:42, 44.0 kilometer_per_hour, 1140.5 revolutions_per_minute
2024-09-11 00:12:42, 44.0 kilometer_per_hour, 1191.25 revolutions_per_minute
2024-09-11 00:12:42, 44.0 kilometer_per_hour, 1243.75 revolutions_per_minute
2024-09-11 00:12:42, 44.0 kilometer_per_hour, 1292.0 revolutions_per_minute
2024-09-11 00:12:42, 43.0 kilometer_per_hour, 1337.5 revolutions_per_minute
2024-09-11 00:12:42, 43.0 kilometer_per_hour, 1358.5 revolutions_per_minute
2024-09-11 00:12:42, 43.0 kilometer_per_hour, 1350.75 revolutions_per_minute
2024-09-11 00:12:42, 43.0 kilometer_per_hour, 1335.75 revolutions_per_minute
2024-09-11 00:12:42, 43.0 kilometer_per_hour, 1314.75 revolutions_per_minute
2024-09-11 00:12:42, 43.0 kilometer_per_hour, 1294.5 revolutions_per_minute
2024-09-11 00:12:42, 42.0 kilometer_per_hour, 1332.0 revolutions_per_minute
2024-09-11 00:12:43, 42.0 kilometer_per_hour, 1385.75 revolutions_per_minute
2024-09-11 00:12:43, 42.0 kilometer_per_hour, 1402.25 revolutions_per_minute
2024-09-11 00:12:43, 42.0 kilometer_per_hour, 1410.75 revolutions_per_minute
2024-09-11 00:12:43, 42.0 kilometer_per_hour, 1415.5 revolutions_per_minute
2024-09-11 00:12:43, 41.0 kilometer_per_hour, 1410.0 revolutions_per_minute
2024-09-11 00:12:43, 41.0 kilometer_per_hour, 1402.25 revolutions_per_minute
2024-09-11 00:12:43, 41.0 kilometer_per_hour, 1407.0 revolutions_per_minute
2024-09-11 00:12:43, 41.0 kilometer_per_hour, 1406.25 revolutions_per_minute
2024-09-11 00:12:43, 41.0 kilometer_per_hour, 1409.25 revolutions_per_minute
2024-09-11 00:12:43, 41.0 kilometer_per_hour, 1408.5 revolutions_per_minute
2024-09-11 00:12:43, 40.0 kilometer_per_hour, 1407.0 revolutions_per_minute
2024-09-11 00:12:43, 40.0 kilometer_per_hour, 1407.0 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1410.75 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1408.5 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1407.0 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1408.5 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1403.0 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1405.25 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1403.75 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1402.25 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1350.75 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1216.25 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1109.25 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1039.0 revolutions_per_minute
2024-09-11 00:12:44, 40.0 kilometer_per_hour, 1011.5 revolutions_per_minute
2024-09-11 00:12:45, 40.0 kilometer_per_hour, 1013.25 revolutions_per_minute
2024-09-11 00:12:45, 40.0 kilometer_per_hour, 1023.25 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 1030.25 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 1030.25 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 1021.75 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 1012.5 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 1000.75 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 992.75 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 986.5 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 984.25 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 978.0 revolutions_per_minute
2024-09-11 00:12:45, 39.0 kilometer_per_hour, 975.75 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 972.5 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 968.75 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 964.0 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 960.75 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 958.5 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 957.75 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 955.25 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 954.5 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 955.25 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 957.0 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 957.75 revolutions_per_minute
2024-09-11 00:12:46, 39.0 kilometer_per_hour, 957.75 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 952.25 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 951.5 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 953.0 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 951.5 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 947.5 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 946.0 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 939.75 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 934.25 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 932.75 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 930.25 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 937.5 revolutions_per_minute
2024-09-11 00:12:47, 39.0 kilometer_per_hour, 942.0 revolutions_per_minute
2024-09-11 00:12:48, 39.0 kilometer_per_hour, 946.0 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 944.5 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 939.75 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 934.25 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 930.25 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 926.5 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 933.5 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 937.5 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 938.25 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 935.0 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 930.25 revolutions_per_minute
2024-09-11 00:12:48, 38.0 kilometer_per_hour, 925.75 revolutions_per_minute
2024-09-11 00:12:49, 38.0 kilometer_per_hour, 921.0 revolutions_per_minute
2024-09-11 00:12:49, 38.0 kilometer_per_hour, 916.25 revolutions_per_minute
2024-09-11 00:12:49, 38.0 kilometer_per_hour, 914.0 revolutions_per_minute
2024-09-11 00:12:49, 38.0 kilometer_per_hour, 917.75 revolutions_per_minute
2024-09-11 00:12:49, 38.0 kilometer_per_hour, 918.75 revolutions_per_minute
2024-09-11 00:12:49, 38.0 kilometer_per_hour, 923.25 revolutions_per_minute
2024-09-11 00:12:49, 37.0 kilometer_per_hour, 921.0 revolutions_per_minute
2024-09-11 00:12:49, 37.0 kilometer_per_hour, 919.5 revolutions_per_minute
2024-09-11 00:12:49, 37.0 kilometer_per_hour, 914.75 revolutions_per_minute
2024-09-11 00:12:49, 37.0 kilometer_per_hour, 911.5 revolutions_per_minute
2024-09-11 00:12:49, 37.0 kilometer_per_hour, 910.75 revolutions_per_minute
2024-09-11 00:12:49, 37.0 kilometer_per_hour, 914.75 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 916.25 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 917.0 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 917.75 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 912.5 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 905.25 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 902.25 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 900.75 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 903.0 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 906.25 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 909.25 revolutions_per_minute
2024-09-11 00:12:50, 36.0 kilometer_per_hour, 907.0 revolutions_per_minute
2024-09-11 00:12:50, 38.0 kilometer_per_hour, 905.25 revolutions_per_minute
2024-09-11 00:12:51, 38.0 kilometer_per_hour, 899.0 revolutions_per_minute
2024-09-11 00:12:51, 38.0 kilometer_per_hour, 893.75 revolutions_per_minute
2024-09-11 00:12:51, 38.0 kilometer_per_hour, 889.75 revolutions_per_minute
2024-09-11 00:12:51, 38.0 kilometer_per_hour, 894.5 revolutions_per_minute
2024-09-11 00:12:51, 38.0 kilometer_per_hour, 896.75 revolutions_per_minute
2024-09-11 00:12:51, 37.0 kilometer_per_hour, 901.5 revolutions_per_minute
2024-09-11 00:12:51, 37.0 kilometer_per_hour, 900.75 revolutions_per_minute
2024-09-11 00:12:51, 37.0 kilometer_per_hour, 891.25 revolutions_per_minute
2024-09-11 00:12:51, 37.0 kilometer_per_hour, 888.25 revolutions_per_minute
2024-09-11 00:12:51, 37.0 kilometer_per_hour, 885.0 revolutions_per_minute
2024-09-11 00:12:51, 35.0 kilometer_per_hour, 881.25 revolutions_per_minute
2024-09-11 00:12:51, 35.0 kilometer_per_hour, 880.25 revolutions_per_minute
2024-09-11 00:12:51, 35.0 kilometer_per_hour, 882.75 revolutions_per_minute
2024-09-11 00:12:52, 35.0 kilometer_per_hour, 879.5 revolutions_per_minute
2024-09-11 00:12:52, 35.0 kilometer_per_hour, 879.5 revolutions_per_minute
2024-09-11 00:12:52, 35.0 kilometer_per_hour, 877.25 revolutions_per_minute
2024-09-11 00:12:52, 35.0 kilometer_per_hour, 873.25 revolutions_per_minute
2024-09-11 00:12:52, 35.0 kilometer_per_hour, 873.25 revolutions_per_minute
2024-09-11 00:12:52, 35.0 kilometer_per_hour, 880.25 revolutions_per_minute
2024-09-11 00:12:52, 35.0 kilometer_per_hour, 885.75 revolutions_per_minute
2024-09-11 00:12:52, 35.0 kilometer_per_hour, 899.0 revolutions_per_minute
2024-09-11 00:12:52, 35.0 kilometer_per_hour, 920.25 revolutions_per_minute
2024-09-11 00:12:52, 34.0 kilometer_per_hour, 946.0 revolutions_per_minute
2024-09-11 00:12:52, 34.0 kilometer_per_hour, 974.0 revolutions_per_minute
2024-09-11 00:12:52, 34.0 kilometer_per_hour, 997.5 revolutions_per_minute
2024-09-11 00:12:53, 34.0 kilometer_per_hour, 1024.0 revolutions_per_minute
2024-09-11 00:12:53, 34.0 kilometer_per_hour, 1055.25 revolutions_per_minute
2024-09-11 00:12:53, 33.0 kilometer_per_hour, 1071.0 revolutions_per_minute
2024-09-11 00:12:53, 33.0 kilometer_per_hour, 1078.0 revolutions_per_minute
2024-09-11 00:12:53, 33.0 kilometer_per_hour, 1076.5 revolutions_per_minute
2024-09-11 00:12:53, 33.0 kilometer_per_hour, 1068.75 revolutions_per_minute
