time, speed[km/h], rpm
2024-09-11 00:09:54, 0.0 kilometer_per_hour, 769.5 revolutions_per_minute
2024-09-11 00:09:54, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:09:54, 0.0 kilometer_per_hour, 784.25 revolutions_per_minute
2024-09-11 00:09:54, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:09:54, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:09:54, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 783.5 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 782.75 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:09:55, 0.0 kilometer_per_hour, 772.5 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 771.75 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 780.25 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 771.75 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 765.5 revolutions_per_minute
2024-09-11 00:09:56, 0.0 kilometer_per_hour, 775.75 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 780.25 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 772.5 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 773.25 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 772.5 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:09:57, 0.0 kilometer_per_hour, 774.0 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 773.25 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 771.0 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 771.75 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 774.0 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 773.25 revolutions_per_minute
2024-09-11 00:09:58, 0.0 kilometer_per_hour, 774.0 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 771.0 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 780.25 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 771.75 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 774.0 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 774.0 revolutions_per_minute
2024-09-11 00:09:59, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 764.75 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 766.25 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 773.25 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 771.0 revolutions_per_minute
2024-09-11 00:10:00, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 770.25 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 772.5 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 771.75 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 768.75 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 769.5 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 764.0 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 775.75 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 770.25 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:01, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 783.5 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 775.75 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 771.0 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 775.75 revolutions_per_minute
2024-09-11 00:10:02, 0.0 kilometer_per_hour, 771.0 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 775.75 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 775.75 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 774.0 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 786.5 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:10:03, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 784.25 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 770.25 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 773.25 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 783.5 revolutions_per_minute
2024-09-11 00:10:04, 0.0 kilometer_per_hour, 783.5 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 784.25 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 780.25 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 782.75 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 785.75 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 788.25 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 787.5 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 789.75 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 788.25 revolutions_per_minute
2024-09-11 00:10:05, 0.0 kilometer_per_hour, 785.0 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 782.75 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 784.25 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 783.5 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 786.5 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 783.5 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 785.0 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 784.25 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 789.0 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 786.5 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:06, 0.0 kilometer_per_hour, 780.25 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 785.0 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 785.0 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 787.5 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 786.5 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 780.25 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 785.0 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 787.5 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 783.5 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:10:07, 0.0 kilometer_per_hour, 785.0 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 780.25 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 789.75 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 787.5 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 787.5 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:08, 0.0 kilometer_per_hour, 786.5 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 785.0 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 789.0 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 785.75 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 785.0 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 787.5 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 787.5 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 786.5 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 780.25 revolutions_per_minute
2024-09-11 00:10:09, 0.0 kilometer_per_hour, 786.5 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 780.25 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 783.5 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 782.0 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 784.25 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 772.5 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:10, 0.0 kilometer_per_hour, 776.5 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 771.75 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 775.75 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 771.75 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 778.0 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:11, 0.0 kilometer_per_hour, 772.5 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 765.5 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 775.75 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 779.5 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 767.0 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 775.75 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 778.75 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 767.75 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 771.0 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:12, 0.0 kilometer_per_hour, 769.5 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 786.5 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 777.25 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 774.0 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 781.25 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 791.25 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 785.0 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 766.25 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 739.0 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 692.0 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 661.5 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 646.75 revolutions_per_minute
2024-09-11 00:10:13, 0.0 kilometer_per_hour, 656.25 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 668.75 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 682.75 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 694.5 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 707.0 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 714.75 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 718.75 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 717.75 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 715.5 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 711.5 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 710.75 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 703.0 revolutions_per_minute
2024-09-11 00:10:14, 0.0 kilometer_per_hour, 700.75 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 694.5 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 685.0 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 677.25 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 667.75 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 664.75 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 649.0 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 642.0 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 625.75 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 614.0 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 607.0 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 607.75 revolutions_per_minute
2024-09-11 00:10:15, 0.0 kilometer_per_hour, 603.0 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 610.75 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 632.0 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 667.0 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 717.0 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 775.0 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 844.5 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 909.25 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 964.0 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 1011.5 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 1039.75 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 1058.5 revolutions_per_minute
2024-09-11 00:10:16, 0.0 kilometer_per_hour, 1059.25 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 1054.5 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 1030.25 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 1014.0 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 990.5 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 967.75 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 944.5 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 932.0 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 929.5 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 946.0 revolutions_per_minute
2024-09-11 00:10:17, 0.0 kilometer_per_hour, 982.75 revolutions_per_minute
2024-09-11 00:10:17, 4.0 kilometer_per_hour, 1025.75 revolutions_per_minute
2024-09-11 00:10:17, 4.0 kilometer_per_hour, 1077.25 revolutions_per_minute
2024-09-11 00:10:18, 4.0 kilometer_per_hour, 1118.75 revolutions_per_minute
2024-09-11 00:10:18, 4.0 kilometer_per_hour, 1151.5 revolutions_per_minute
2024-09-11 00:10:18, 4.0 kilometer_per_hour, 1167.75 revolutions_per_minute
2024-09-11 00:10:18, 6.0 kilometer_per_hour, 1177.25 revolutions_per_minute
2024-09-11 00:10:18, 6.0 kilometer_per_hour, 1181.25 revolutions_per_minute
2024-09-11 00:10:18, 6.0 kilometer_per_hour, 1189.0 revolutions_per_minute
2024-09-11 00:10:18, 6.0 kilometer_per_hour, 1192.0 revolutions_per_minute
2024-09-11 00:10:18, 6.0 kilometer_per_hour, 1196.75 revolutions_per_minute
2024-09-11 00:10:18, 6.0 kilometer_per_hour, 1207.0 revolutions_per_minute
2024-09-11 00:10:18, 6.0 kilometer_per_hour, 1207.75 revolutions_per_minute
2024-09-11 00:10:18, 6.0 kilometer_per_hour, 1213.25 revolutions_per_minute
2024-09-11 00:10:18, 6.0 kilometer_per_hour, 1222.5 revolutions_per_minute
2024-09-11 00:10:19, 6.0 kilometer_per_hour, 1215.5 revolutions_per_minute
2024-09-11 00:10:19, 6.0 kilometer_per_hour, 1202.25 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1195.25 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1190.5 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1200.0 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1209.25 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1229.5 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1238.25 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1253.75 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1274.0 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1288.25 revolutions_per_minute
2024-09-11 00:10:19, 8.0 kilometer_per_hour, 1310.75 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1332.75 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1360.0 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1381.25 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1399.0 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1409.25 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1428.75 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1442.75 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1451.5 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1385.75 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1306.25 revolutions_per_minute
2024-09-11 00:10:20, 8.0 kilometer_per_hour, 1221.0 revolutions_per_minute
2024-09-11 00:10:21, 8.0 kilometer_per_hour, 1148.25 revolutions_per_minute
2024-09-11 00:10:21, 8.0 kilometer_per_hour, 1132.75 revolutions_per_minute
2024-09-11 00:10:21, 10.0 kilometer_per_hour, 1135.75 revolutions_per_minute
2024-09-11 00:10:21, 10.0 kilometer_per_hour, 1141.25 revolutions_per_minute
2024-09-11 00:10:21, 10.0 kilometer_per_hour, 1135.75 revolutions_per_minute
2024-09-11 00:10:21, 10.0 kilometer_per_hour, 1133.5 revolutions_per_minute
2024-09-11 00:10:21, 10.0 kilometer_per_hour, 1130.25 revolutions_per_minute
2024-09-11 00:10:21, 12.0 kilometer_per_hour, 1125.0 revolutions_per_minute
2024-09-11 00:10:21, 12.0 kilometer_per_hour, 1112.5 revolutions_per_minute
